AcquisitionMatrix	EchoNumbers	EchoTime	FlipAngle	ImagingFrequency	InPlanePhaseEncodingDirection	InversionTime	MagneticFieldStrength	NumberOfEchoes	PixelBandwidth	PixelSpacing	PulseSequenceName	RepetitionTime	SOPInstanceUID	ScanningSequence	SequenceVariant	SliceThickness	TriggerTime
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.270611775763268653397746834928	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.275609235580072256603622975856	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.277912661772362673977523832665	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.278934923067712865218204660109	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.280700549881360944822383988968	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.281109078120955731173274485066	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.285422930806180215303110567088	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.285965069624060819563487377744	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.289151979000393671209652905160	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.290411131360320062287884415189	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.293024126009344741116363372306	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.295806176261431212514084424376	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.301116478509594932383054889916	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.301510621693218310416464443925	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.302213318095218626469479749956	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.304146230379818511487347185744	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.306926314372026859033748001896	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.307144594902430936018357891788	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.313087032330038736910689901774	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.314190097409396285533621647348	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.314396588989445645948031247074	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.317667912046854130190694964514	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.318240791216331747052517991410	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.328191365349072463192705546531	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.336167351601727101133199993754	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.339473809903904273866812926397	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.344243666108634258668346621398	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.380650958626077841951967459758	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.386553784706530880204501365560	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.388327308601788342812111700903	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.398029596094751183223122001005	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.427010685091639630405982577723	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.443899817282847185813719706467	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.487613920430084330603339544085	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.488715859564888582880543933556	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.580225186428372304004539573046	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.583326409774378578353349354736	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.640045514592488706193498428497	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.645094010193928149794354736225	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.667322125947483114116795823706	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.694411388258946981439237286320	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.737686722655008877148465233571	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.757506249871568788756423643535	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.786888605299447611858746101638	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.809969823088337803265243312729	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.833040155139254605640274749003	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.837008169337185572708076920563	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.927130611855918685760051834661	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.937617664307510063680897952964	GR	SP	3	
0/256/244/0	1	4.59940004348754	30	63.900191	ROW		1.5		147.405654907226	0.9375/0.9375		25	1.3.6.1.4.1.14519.5.2.1.1188.4001.959728435332853377335001420275	GR	SP	3	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.130086497698875013620414164821	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.131066951990938487679109944149	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.134909218194228110980986953548	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.136349613347841150449600880685	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.141945861048783422789503624896	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.143200144124551103121328396553	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.149940682511150339180955225426	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.183415081803938320966557840701	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.189112400772118710016329556841	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.207990312245849324387260968844	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.210134934676460824335778707618	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.217565468078366754295632792781	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.239120165532791750583211001280	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.240995101844735610983657164913	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.242814933067058498094245270590	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.269379911454483499973338518001	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.271642066528649317788497683891	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.287573672577335717422553649415	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.312782806615362624894836012694	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.313870307855287978453321463019	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.327800648102381580684689727840	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.335440578286294271577150185921	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.339246140124981249056359408883	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.555187590747443767795961923635	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.648989687555911180400349514586	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.674575389085834685777296834894	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.760749516702881393152942776217	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.789545651393548330420706337765	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.839970137273623440765267068732	IR	SK	5	
0/256/161/0	1	120	90	63.900191	ROW	2000	1.5		190.548767089843	0.859375/0.859375		6000	1.3.6.1.4.1.14519.5.2.1.1188.4001.928016546373131968295138242125	IR	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.108633133881541460480303031748	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.114316445203400495841674848342	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.139098838939215470900632390267	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.143519235725959925792235662078	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.151222498186857548794754841754	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.163027382275177845377790779483	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.184070117496347989944805494629	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.206422747106758884445964013821	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.210413724235369032671286674785	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.215502793997024899049228434003	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.246096441071054756585104515015	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.251689931793560915024655645221	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.303851010388559232846878646492	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.304724173623660670768967937653	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.330607384238002200343756624687	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.340000038142145758577197557710	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.405008497969275484049565241356	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.410366815690058693878436798276	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.421670256450542091632632985609	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.532897644097367781987819237745	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.598618291136868768397194861726	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.688040828874115877630504277693	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.784178350549748302937710960626	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.890709693630967175543898128934	SE	SK	5	
0/256/204/0	1	12	69	63.900191	ROW		1.5		234.609603881835	0.859375/0.859375		413.944000244140	1.3.6.1.4.1.14519.5.2.1.1188.4001.959377571993814140430767021930	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.104201695098321331304642388807	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.117894611456808680321122416236	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.118329111610289721036954981374	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.155691943965001161612628391406	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.180279564763580853192637501234	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.185049918731956291062363547661	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.215759901743387959113074545770	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.230249878121437621914506177350	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.233839415025658484556324078938	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.248403252262901241907571523343	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.274224334339259461829143431481	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.281017578973725056932146789417	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.282753354996337419543879314580	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.292163825785244832776901982499	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.322657533301262798305768901386	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.327118780092485122339729156180	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.354015152479450639552319386750	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.369088800864813978675523192073	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.418240404198641941276202131824	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.631956914917914435488219475525	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.704340447013006295211178126119	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.715634644100962937823439251573	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.843623182276564126792835218074	SE	SK	5	
0/256/225/0	1	100	90	63.900191	ROW		1.5		140.765762329101	0.41015625/0.41015625		4938.14892578125	1.3.6.1.4.1.14519.5.2.1.1188.4001.932729824166675482408692499884	SE	SK	5	
0/320/250/0	1	125	90	127.779249999999	ROW	2850	3		171.165466308593	0.6875/0.6875		11000	1.3.6.1.4.1.14519.5.2.1.1188.4001.111989164606167398311004713418	IR	SK	5	
0/320/250/0	1	125	90	127.779249999999	ROW	2850	3		171.165466308593	0.6875/0.6875		11000	1.3.6.1.4.1.14519.5.2.1.1188.4001.113500394648503035585969128634	IR	SK	5	
0/320/250/0	1	125	90	127.779249999999	ROW	2850	3		171.165466308593	0.6875/0.6875		11000	1.3.6.1.4.1.14519.5.2.1.1188.4001.135075160514513899941943533141	IR	SK	5	
0/320/250/0	1	125	90	127.779249999999	ROW	2850	3		171.165466308593	0.6875/0.6875		11000	1.3.6.1.4.1.14519.5.2.1.1188.4001.144263231001002544004909054853	IR	SK	5	
0/320/250/0	1	125	90	127.779249999999	ROW	2850	3		171.165466308593	0.6875/0.6875		11000	1.3.6.1.4.1.14519.5.2.1.1188.4001.145822707544537959902364689100	IR	SK	5	
0/320/250/0	1	125	90	127.779249999999	ROW	2850	3		171.165466308593	0.6875/0.6875		11000	1.3.6.1.4.1.14519.5.2.1.1188.4001.165750934542069228704841654886	IR	SK	5	
0/320/250/0	1	125	90	127.779249999999	ROW	2850	3		171.165466308593	0.6875/0.6875		11000	1.3.6.1.4.1.14519.5.2.1.1188.4001.175786811705572681583125496631	IR	SK	5	
0/320/250/0	1	125	90	127.779249999999	ROW	2850	3		171.165466308593	0.6875/0.6875		11000	1.3.6.1.4.1.14519.5.2.1.1188.4001.176501874435124667411535584937	IR	SK	5	
0/320/250/0	1	125	90	127.779249999999	ROW	2850	3		171.165466308593	0.6875/0.6875		11000	1.3.6.1.4.1.14519.5.2.1.1188.4001.202782454184746067359304781760	IR	SK	5	
0/320/250/0	1	125	90	127.779249999999	ROW	2850	3		171.165466308593	0.6875/0.6875		11000	1.3.6.1.4.1.14519.5.2.1.1188.4001.203128926991122403724650756647	IR	SK	5	
0/320/250/0	1	125	90	127.779249999999	ROW	2850	3		171.165466308593	0.6875/0.6875		11000	1.3.6.1.4.1.14519.5.2.1.1188.4001.231369156397907014908712746074	IR	SK	5	
