Columns	ConvolutionKernel	FrameOfReferenceUID	ImageOrientationPatient	ImagePositionPatient	PixelSpacing	ReconstructionMethod	Rows	SOPInstanceUID	SliceThickness
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-891.584	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.539822403960149396113590820684	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1225.709	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.545175554593674501883977312956	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-911.834	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.550811091031517119818583094436	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1110.959	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.567214461402837325978846260342	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-959.084	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.588976483853572224491020323340	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-284.084	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.597370986404595585955083998197	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-699.209	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.600808987300738937035841806118	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1232.459	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.638201022436447755492179165926	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-749.834	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.650870609320965939383792514493	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-770.084	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.673071808302682722127462165657	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-479.834	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.681100833027927025002239489467	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-594.584	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.681247226417630157216731697115	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-513.584	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.690437385062752896109972832766	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-257.084	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.695176820572868876571684264580	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-746.459	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.704970343552338262642557102564	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-645.209	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.741072760967987464995088435582	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1006.334	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.746914420976176034158379045354	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-432.584	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.781906444951443357782160058250	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-901.709	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.819621688252342553563660982099	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1239.209	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.831978812975587647903088709779	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1259.459	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.842536408200762033188438020071	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-786.959	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.846719181727098298110670642388	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-989.459	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.852599900973747964853609592425	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-776.834	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.880908760486489742190096348300	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1097.459	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.885274478874212513883569172299	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-415.709	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.887754274945361972948379909963	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-651.959	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.890080896987221840502193867452	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1252.709	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.901095298892113823868762698845	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1245.959	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.932545054925299320001516712060	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1161.584	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.944423999171923405939861759595	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-648.584	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.977602700357970379868334751759	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-884.834	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.986176274763805417054135892486	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-982.709	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.992916470337323996131410890664	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-475.184	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.100435939131544930765546986138	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-596.684	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.102201563400863941030500525884	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-893.684	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.103576177047981681894459225981	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-886.934	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.104267870577218576725592743219	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-897.059	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.108927323732764013369585031984	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-795.809	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.108946214812648182913042911219	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-1055.684	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.110906456776689106886361350373	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-917.309	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.111463342129638022822677591978	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-1008.434	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.115705928192667861708171566001	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-552.809	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.116201870175986240541458942440	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-566.309	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.118707597548268235758264603666	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-431.309	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.119480392466023818752007854511	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-576.434	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.122264750646779868340264666127	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-843.059	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.122809484202243554460672801680	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-667.559	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.124286296025497076465741746025	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-1015.184	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.124740134127269285042285248631	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-1001.684	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.125739673404813258925026980814	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-593.309	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.125952725911851587233307490876	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-711.434	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.126854944313739539790092144118	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-944.309	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.127586823000656304177633617974	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-1052.309	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.128121755122955678279377573592	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-1018.559	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.128706865097705752601034323075	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-549.434	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.128974166680441945397481838818	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-556.184	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.130879691442178888194643531071	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-535.934	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.131778802682125647976413463399	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-627.059	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.133066894477649209366611709367	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-728.309	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.137294375083670736988557214868	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-971.309	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.139047146025993786060657629507	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-903.809	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.140024583217099448099950847733	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-451.559	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.140915319452498409178125850169	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-515.684	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.142094835958329946969211393460	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-573.059	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.143095946071825960210598711554	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-461.684	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.145276337740733457391001953724	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-1028.684	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.146347942058700131297284688491	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-785.684	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.148120839564059426811008315280	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-643.934	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.148808333373320863406187052869	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-984.809	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.150466870906795370822249606592	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-839.684	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.151284965325274007206520461225	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-664.184	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.153301108659175189229651053989	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-471.809	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.153354382302893203739050275003	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-988.184	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.159868592407768872894922839607	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-1038.809	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.161000164807579778664176614306	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-920.684	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.162275015974349079005648146755	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-714.809	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.167941213980661661893708394540	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-789.059	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.168091422111757284439077630292	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-438.059	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.169247231664329304214080054352	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-822.809	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.171280892219339350760071327626	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-826.184	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.171442220870753539283221355826	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-660.809	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.171693026665762566152257520415	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-738.434	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.171933753914772785084465468066	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-539.309	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.171974266811998220447964539173	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-488.684	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.173241933665924030016909570173	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-829.559	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.175877510086103228635633172408	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-816.059	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.176131662951320797589682175554	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-792.434	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.176591525956661390332595114277	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-910.559	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.182068343189849832826005003443	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-782.309	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.186425372538053536210331737976	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-880.184	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.186712236471652821951593287734	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-697.934	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.188189360618841392496794038202	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-954.434	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.190838602406797039690478033431	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-1048.934	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.191585988733406676260633775941	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.130284042438220132943082726868	1/0/0/0/1/0	-226.28599/-423.13224/-586.559	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.193539494215928336393167638455	3.3750001
